"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SG.DMK.ALLD.FN.ZS","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) is the percentage of currently married women aged 15-49 who say that they alone or jointly have the final say in all of the three decisions (own health care, large purchases and visits to family, relatives, and friends).","Demographic and Health Surveys (DHS), Demographic and Health Surveys (DHS) Program, uri: https://api.dhsprogram.com/#/index.html, note: Indicator code from the original source: WE_DMAK_W_3DC; 	Indicator name from the original source: Final say in all of the decisions [Women], publisher: The DHS program (ICF), type: API, date accessed: 2023-08-18",
